genres,id,imdb_id,original_title,overview,poster_path,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,backdrop_path,cast,crew,keywords
"[""Drama"", ""Crime"", ""Thriller""]",629,tt0114814,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,7/19/1995,23341568,106,"[""Español"", ""English"", ""Français"", ""Magyar""]",Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3334,/7S7PE3vK9Eh5uzCYBDGk5qTJeYW.jpg,"[""Stephen Baldwin"", ""Gabriel Byrne"", ""Chazz Palminteri"", ""Kevin Pollak"", ""Pete Postlethwaite"", ""Kevin Spacey"", ""Suzy Amis"", ""Giancarlo Esposito"", ""Benicio del Toro"", ""Dan Hedaya"", ""Paul Bartel"", ""Carl Bressler"", ""Christine Estabrook"", ""Clark Gregg"", ""Morgan Hunter"", ""Louis Lombardi"", ""Frank Medrano"", ""Ron Gilbert""]","[""Bryan Singer"", ""Bryan Singer"", ""Michael McDonnell"", ""Robert Jones"", ""Art Horan"", ""François Duplat"", ""Hans Brockmann""]","[""law"", ""relatives"", ""theft"", ""criminal"", ""criminal mastermind"", ""hungarian"", ""sibling""]"
"[""Comedy""]",10607,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,1/12/1996,0,89,"[""English"", ""Español""]","Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192,/3Q8RLOraAukMbXtUHmi9Hr7f5J6.jpg,"[""Shawn Wayans"", ""Marlon Wayans"", ""Tracey Cherelle Jones"", ""Chris Spencer"", ""Vivica A. Fox"", ""Rappin' Granny"", ""Suli McCullough"", ""Bernie Mac"", ""Faizon Love"", ""Keenen Ivory Wayans"", ""Kim Wayans"", ""Helen Martin"", ""Virginia Watson"", ""Darrel Heath""]","[""Paris Barclay"", ""Eric L. Gold"", ""Keenen Ivory Wayans"", ""Mark Burg"", ""Dan Genetti""]","[""date"", ""slang"", ""hip-hop"", ""cousin"", ""parody"", ""hood"", ""gang"", ""social satire"", ""racism"", ""gangster""]"
"[""Comedy""]",10634,tt0113118,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",/2lReF53F8trkC68piGSfk0JVwWU.jpg,4/26/1995,28215918,91,"[""English""]",A lot can go down between thursday and saturday...,Friday,7,513,/2D08E4pqE95FM8yOJ3gOy5zWaW0.jpg,"[""Ice Cube"", ""Chris Tucker"", ""Nia Long"", ""Tom Lister Jr."", ""John Witherspoon"", ""Anna Maria Horsford"", ""Regina King"", ""Paula Jai Parker"", ""Faizon Love"", ""DJ Pooh"", ""Tony Cox"", ""Anthony Johnson"", ""Bernie Mac"", ""Meagan Good"", ""Terri J. Vaughn"", ""F. Gary Gray"", ""Reynaldo Rey"", ""Michael Clarke Duncan""]","[""F. Gary Gray""]","[""rap music"", ""parent child relationship"", ""rapper"", ""job""]"
"[""Horror"", ""Action"", ""Thriller"", ""Crime""]",755,tt0116367,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,1/19/1996,25836616,108,"[""English"", ""Español""]",One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1644,/9JcMUzQy9gPqDmJJGH3AcL145mv.jpg,"[""George Clooney"", ""Quentin Tarantino"", ""Harvey Keitel"", ""Juliette Lewis"", ""Ernest Liu"", ""Salma Hayek"", ""Cheech Marin"", ""Danny Trejo"", ""Tom Savini"", ""Fred Williamson"", ""Michael Parks"", ""Brenda Hillhouse"", ""John Saxon"", ""Marc Lawrence"", ""Kelly Preston"", ""John Hawkes"", ""Tito Larriva"", ""Peter Atanasoff"", ""Johnny Vatos Hernandez"", ""Aimee Graham"", ""Heidi McNeal"", ""Ernest M. Garcia"", ""Gregory Nicotero"", ""Cristos"", ""Mike Moroff"", ""Tia Texada"", ""Janine Jordae"", ""Ungela Brockman"", ""Michelle Berube"", ""Michael McKay"", ""Jake McKinnon"", ""Walter Phelan"", ""Wayne Toth""]","[""Robert Rodriguez"", ""Quentin Tarantino"", ""Gianni Nunnari"", ""Robert Rodriguez"", ""Lawrence Bender"", ""Meir Teper""]","[""dancing"", ""brother brother relationship"", ""sexual obsession"", ""showdown"", ""sheriff"", ""eroticism"", ""nudity"", ""bank robber"", ""vampire"", ""holy water"", ""siege"", ""stripper"", ""priest"", ""explosion"", ""extreme violence"", ""bank robbery"", ""preacher"", ""hostage situation"", ""crucifix"", ""recreational vehicle"", ""blood spurting"", ""convenience store"", ""female vampire"", ""mexican american border"", ""nightclub entertainer"", ""boa constrictor""]"
"[""Crime"", ""Drama"", ""Thriller""]",2086,tt0113972,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,11/22/1995,8175346,90,"[""English""]",,Nick of Time,6.1,190,/u1JzntSiNw9vUCqYIOcNDajWwdZ.jpg,"[""Johnny Depp"", ""Courtney Chase"", ""Charles S. Dutton"", ""Christopher Walken"", ""Roma Maffia"", ""Peter Strauss"", ""Gloria Reuben"", ""Marsha Mason"", ""Miguel Nájera"", ""Bill Smitrovich"", ""G.D. Spradlin"", ""Charles Carroll""]","[""John Badham"", ""John Badham""]","[""assassination"", ""train station"", ""politics"", ""los angeles""]"
"[""Action"", ""Adventure"", ""Drama"", ""Thriller""]",9208,tt0115759,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,2/9/1996,150270147,108,"[""English""]",Prepare to Go Ballistic.,Broken Arrow,5.7,459,/m2maHbK0bZhBb9y86Yw39Zm0IFe.jpg,"[""John Travolta"", ""Christian Slater"", ""Samantha Mathis"", ""Delroy Lindo"", ""Bob Gunton"", ""Frank Whaley"", ""Howie Long"", ""Vondie Curtis-Hall"", ""Jack Thompson"", ""Vyto Ruginis"", ""Ousaun Elam"", ""Shaun Toub"", ""Casey Biggs"", ""Jeffrey J. Stephen"", ""Joey Box""]","[""Bill Badalato"", ""Terence Chang"", ""Joe Gareri"", ""Christopher Godsick"", ""Brad Lewis"", ""Dwight H. Little"", ""Michele Maples"", ""John Woo"", ""Mark Gordon"", ""Allison Lyon Segan""]","[""helicopter"", ""river"", ""captain"", ""underground"", ""mexican standoff"", ""countdown"", ""pilot"", ""fistfight"", ""canyon"", ""major"", ""betrayal"", ""gunfight"", ""train"", ""explosion"", ""park ranger"", ""desert"", ""military"", ""nuclear device"", ""boxing"", ""stealth aircraft"", ""abandoned mine"", ""humvee""]"
"[""Comedy"", ""Crime"", ""Drama""]",13685,tt0115734,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,2/21/1996,560069,91,"[""Español"", ""English""]","They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,285,/yTDwyUEYHZTK35z7Iyp4QHxvVj9.jpg,"[""Luke Wilson"", ""Owen Wilson"", ""Lumi Cavazos"", ""Andrew Wilson"", ""Robert Musgrave"", ""Haley Miller"", ""James Caan"", ""Ned Dowd"", ""Shea Fowler"", ""Brian Tenenbaum"", ""Jenni Tooley"", ""Temple Nash""]","[""Wes Anderson"", ""Cynthia Hargrave"", ""L.M. Kit Carson"", ""Michael Lang"", ""Polly Platt"", ""Andrew Wilson"", ""Ray Zimmerman"", ""Barbara Boyle"", ""James L. Brooks"", ""Richard Sakai"", ""Michael Taylor""]","[""brother brother relationship"", ""robbery"", ""burglar"", ""language barrier"", ""motel"", ""independent film"", ""psychiatric hospital"", ""maid"", ""theft"", ""nervous breakdown"", ""escapade"", ""laundry room""]"
"[""Comedy""]",9614,tt0116483,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,2/16/1996,41205099,92,"[""English""]",He doesn't play golf... he destroys it.,Happy Gilmore,6.5,767,/jHNdwbUGd5gFQzxKGEXXhjhUVnC.jpg,"[""Adam Sandler"", ""Ben Stiller"", ""Christopher McDonald"", ""Julie Bowen"", ""Frances Bay"", ""Carl Weathers"", ""Richard Kiel"", ""Bob Barker"", ""Allen Covert"", ""Joe Flaherty"", ""Lee Trevino"", ""Robert Smigel"", ""Dennis Dugan"", ""Kevin Nealon"", ""Verne Lundquist"", ""Jared Van Snellenberg"", ""Ken Camroux""]","[""Dennis Dugan"", ""Robert Simonds"", ""Bernie Brillstein"", ""Brad Grey""]","[""loss of mother"", ""loss of father"", ""golf"", ""sport"", ""taxes""]"
"[""Drama"", ""Romance""]",688,tt0112579,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,5/28/1995,182016617,135,"[""English""]",The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,397,/4TnGcUsyd6ixuLWHaaEG5BGkAIp.jpg,"[""Meryl Streep"", ""Clint Eastwood"", ""Annie Corley"", ""Victor Slezak"", ""Jim Haynie"", ""Sarah Kathryn Schmitt"", ""Christopher Kroon"", ""Phyllis Lyons"", ""Debra Monk"", ""Richard Lage"", ""Michelle Benes"", ""Alison Wiegert""]","[""Clint Eastwood"", ""Clint Eastwood"", ""Kathleen Kennedy"", ""Michael Maurer"", ""Tom Rooker""]","[""farewell"", ""adultery"", ""love at first sight"", ""photographer"", ""wife husband relationship"", ""iowa"", ""love of one's life"", ""mother role"", ""bridge"", ""housewife"", ""love letter"", ""peasant"", ""marriage crisis"", ""photography"", ""unsociability"", ""secret love"", ""nature documentary""]"
"[""Action"", ""Drama"", ""History"", ""War""]",197,tt0112573,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/or1gBugydmjToAEq7OZY0owwFk.jpg,5/24/1995,210000000,177,"[""English"", ""Français"", ""Latin"", """"]",Every man dies. Not every man truly lives.,Braveheart,7.7,3404,/8lBcqakI3F19NWkXdqE0M8W76b9.jpg,"[""Mel Gibson"", ""Catherine McCormack"", ""Sophie Marceau"", ""Patrick McGoohan"", ""Angus Macfadyen"", ""Brendan Gleeson"", ""James Robinson"", ""James Cosmo"", ""Sean McGinley"", ""Gerda Stevenson"", ""Mhairi Calvey"", ""Jeanne Marine"", ""Sean Lawlor"", ""Sandy Nelson"", ""Alan Tall"", ""Andrew Weir"", ""Brian Cox"", ""Peter Hanly"", ""Stephen Billington"", ""Tommy Flanagan"", ""Rupert Vansittart"", ""Tam White"", ""Ian Bannen"", ""David O'Hara"", ""Peter Mullan"", ""David Gant"", ""Malcolm Tierney"", ""Martin Murphy"", ""Gerard McSorley"", ""Bernard Horsfall"", ""Richard Leaf"", ""Liam Carney"", ""Ralph Riach"", ""Barry McGovern"", ""John Kavanagh"", ""Alun Armstrong"", ""Julie Austin"", ""Alex Norton"", ""Michael Byrne"", ""William Scott-Masson"", ""Dean Lopata"", ""Donal Gibson"", ""Jimmy Chisholm"", ""John Murtagh"", ""David McKay"", ""Niall O'Brien"", ""Martin Dempsey"", ""Jimmy Keogh"", ""Joe Savino"", ""Mal Whyte"", ""Paul Tucker"", ""Graeme Ford"", ""Greg Jeloudov"", ""Rana Morrison"", ""Jer O'Leary""]","[""Mel Gibson"", ""Mel Gibson"", ""Bruce Davey"", ""Alan Ladd, Jr."", ""Dean Lopata"", ""Elisabeth Robinson"", ""Stephen McEveety""]","[""individual"", ""scotland"", ""in love with enemy"", ""legend"", ""independence"", ""idealism"", ""revolt"", ""tyranny""]"
"[""Crime"", ""Drama""]",103,tt0075314,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",/ekstpH614fwDX8DUln1a2Opz0N8.jpg,2/7/1976,28262574,114,"[""English"", ""Español""]","On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,8.1,2632,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,"[""Robert De Niro"", ""Cybill Shepherd"", ""Harvey Keitel"", ""Jodie Foster"", ""Peter Boyle"", ""Leonard Harris"", ""Albert Brooks"", ""Diahnne Abbott"", ""Gino Ardito"", ""Martin Scorsese"", ""Murray Moston"", ""Richard Higgs"", ""Bill Minkin"", ""Bob Maroff"", ""Victor Argo"", ""Joe Spinell"", ""Frank Adu"", ""Brenda Dickson"", ""Norman Matlock"", ""Harry Northup"", ""Harlan Cary Poe"", ""Steven Prince"", ""Peter Savage"", ""Nicholas Shields"", ""Ralph S. Singleton"", ""Annie Gagen"", ""Carson Grant"", ""Mary-Pat Green"", ""Debbi Morgan"", ""Don Stroud""]","[""Martin Scorsese"", ""Julia Phillips"", ""Michael Phillips""]","[""vietnam veteran"", ""taxi"", ""obsession"", ""drug dealer"", ""night shift"", ""vigilante"", ""alienation"", ""misanthrope"", ""shot to death"", ""illegal prostitution"", ""loner""]"
"[""Comedy""]",11000,tt0115685,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg,3/8/1996,185260553,117,"[""English"", ""Français""]",Come as you are.,The Birdcage,6.7,303,/nGd3uJqO2RPM6GvKfEu7h5pL5c1.jpg,"[""Robin Williams"", ""Gene Hackman"", ""Nathan Lane"", ""Dianne Wiest"", ""Grant Heslov"", ""Hank Azaria"", ""Dan Futterman"", ""Calista Flockhart"", ""Christine Baranski"", ""Tom McGowan""]","[""Mike Nichols"", ""Mike Nichols""]","[""gay"", ""drag queen"", ""homophobia"", ""florida"", ""coming out"", ""senator"", ""politician"", ""lgbt"", ""crossdressing"", ""1990s""]"
"[""Action"", ""Comedy"", ""Crime"", ""Thriller""]",9737,tt0112442,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,4/7/1995,141407024,118,"[""English""]",Whatcha gonna do?,Bad Boys,6.5,1729,/fgKEdhRw9IgI9KGjLe4w5ghIjA3.jpg,"[""Will Smith"", ""Martin Lawrence"", ""Téa Leoni"", ""Tchéky Karyo"", ""Joe Pantoliano"", ""Marg Helgenberger"", ""Michael Imperioli"", ""Theresa Randle"", ""Anna Levine"", ""Nestor Serrano"", ""Kevin Corrigan"", ""Julio Oscar Mechoso"", ""Saverio Guerra"", ""Vic Manni"", ""Frank John Hughes"", ""Mike Kirton"", ""Emmanuel Xuereb"", ""Ralph Gonzalez"", ""John Salley"", ""Lisa Boyle"", ""Marc Macaulay"", ""Karen Alexander"", ""Heather Davis"", ""Buddy Bolton"", ""Will Knickerbocker"", ""Tiffany Samuels"", ""Cory Hodges"", ""Scott Cumberbatch"", ""Michael Taliferro"", ""Fawn Reed"", ""Joey Romano"", ""Sam Ayers""]","[""Jerry Bruckheimer"", ""Don Simpson"", ""Michael Bay"", ""Bruce S. Pustin"", ""Lucas Foster""]","[""miami"", ""detective"", ""handcuffs"", ""airport"", ""mexican standoff"", ""strip club"", ""witness protection"", ""car crash"", ""internal affairs"", ""gunfight"", ""explosion"", ""brutality"", ""foot chase"", ""car chase"", ""drug lord"", ""hangar"", ""loose cannon"", ""bust"", ""reference to skittles"", ""black cop"", ""badge"", ""action hero"", ""corrupt cop""]"
"[""Drama"", ""Crime""]",10474,tt0112461,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,4/21/1995,0,102,"[""English""]",The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,7.2,472,/gsJsFlnNrjjfVHjRW9sSpVDpwIx.jpg,"[""Leonardo DiCaprio"", ""Lorraine Bracco"", ""James Madio"", ""Mark Wahlberg"", ""Bruno Kirby"", ""Patrick McGaw"", ""Juliette Lewis"", ""Michael Imperioli"", ""Ernie Hudson"", ""Manny Alfaro"", ""Cynthia Daniel"", ""Brittany Daniel""]","[""Scott Kalvert"", ""Liz Heller"", ""John Bard Manulis""]","[""sport"", ""basketball"", ""addiction"", ""friends"", ""drug""]"
"[""Drama""]",568,tt0112384,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,6/30/1995,355237933,140,"[""English""]","Houston, we have a problem.",Apollo 13,7.3,1637,/32zua2oKjn2EaRk7am3qK8zAlEj.jpg,"[""Tom Hanks"", ""Bill Paxton"", ""Kevin Bacon"", ""Gary Sinise"", ""Ed Harris"", ""Kathleen Quinlan"", ""Mary Kate Schellhardt"", ""Emily Ann Lloyd"", ""Miko Hughes"", ""Max Elliott Slade"", ""Jean Speegle Howard"", ""Tracy Reiner"", ""David Andrews"", ""Michele Little"", ""Chris Ellis"", ""Joe Spano"", ""Xander Berkeley"", ""Roger Corman"", ""Andrew Lipschultz"", ""Mark Wheeler"", ""Endre Hules"", ""Clint Howard"", ""Christian Clemenson"", ""Brett Cullen"", ""Thom Barry"", ""Gabriel Jarret"", ""Jim Lovell""]","[""Brian Grazer"", ""Ron Howard"", ""Todd Hallowell""]","[""moon"", ""florida"", ""nasa"", ""spaceman"", ""race against time"", ""houston"", ""based on true story"", ""space"", ""rescue"", ""survival"", ""disaster"", ""explosion"", ""astronaut"", ""imax"", ""saturn v rocket"", ""courage"", ""hypothermia"", ""apollo program"", ""cape kennedy"", ""lunar mission"", ""spacecraft accident""]"
"[""Fantasy"", ""Comedy"", ""Family""]",8839,tt0112642,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,5/26/1995,287928194,100,"[""English""]",Get an afterlife,Casper,6,1045,/g5hN9Kp4ShUcXmnjoaqg3LSWcHr.jpg,"[""Christina Ricci"", ""Bill Pullman"", ""Cathy Moriarty"", ""Eric Idle"", ""Joe Nipote"", ""Joe Alaskey"", ""Brad Garrett"", ""Garette Ratliff Henson"", ""Jessica Wesson"", ""Amy Brenneman"", ""Malachi Pearson"", ""Chauncey Leopardi"", ""Spencer Vrooman"", ""Ben Stein"", ""Don Novello"", ""Fred Rogers"", ""Terry Murphy"", ""Ernestine Mercer"", ""Doug Bruckner"", ""John Kassir"", ""Wesley Thompson"", ""Michael Dubrow"", ""J.J. Anderson"", ""Jess Harnell"", ""Michael McCarty"", ""Micah Winkelspecht"", ""Mike Simmrin"", ""Devon Sawa"", ""Dan Aykroyd"", ""Rodney Dangerfield"", ""Clint Eastwood"", ""Mel Gibson"", ""Elise Main"", ""Tony Stef'Ano""]","[""Brad Silberling"", ""Colin Wilson"", ""Gerald R. Molen"", ""Jeffrey A. Montgomery"", ""Steven Spielberg""]","[""halloween"", ""friendship"", ""supernatural"", ""afterlife"", ""friends"", ""danger"", ""ghost"", ""disorder"", ""young heroes"", ""imaginary"", ""supernatural ability"", ""mischievous children""]"
